"Name","year","month","TEMP","TP","TN","SI","CHLcal","openwater","Devl","Decid","MixedEvergreen","PastureHay","CultCrops","Wetlands","Basin_Size_km2"
"Apple",2017,9,18.4,0.104,3.74,4.309,8.50313,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2017,9,16.6,0.117,1.492,4.059,22.47316,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2017,9,17.1,0.135,3.163,6.723,21.35556,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2017,9,18.1,0.067,1.246,5.115,10.92461,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2017,9,24.9,0.114,1.368,3.533,18.56155,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2017,9,23.1,0.285,1.353,2.669,2.35632,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2017,9,17.2,0.15,6.09,4.466,19.30662,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2017,9,18.5,0.164,3.106,8.721,31.78651,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2017,9,19.4,0.186,2.031,0.334,297.03072,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2018,9,20.4,0.445,4.252,5.248,12.2373,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2018,9,21.3,0.166,1.307,3.593,17.4359,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2018,9,21.1,0.862,4.053,8.454,27.986,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2018,9,21.7,0.191,1.381,5.241,17.283,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2018,9,28.2,0.143,1.794,3.837,59.7892,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2018,9,23.9,0.318,2.986,4.412,96.1794,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2018,9,21.5,0.846,6.438,5.676,4.7452,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2018,9,22,0.218,2.407,8.135,16.5185,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2018,9,22.4,0.392,4.009,5.804,6.7329,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",1998,10,11.8,0.152,4.6335,4.153,3.047,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",1998,10,11.6,0.104,1.056,4.2075,8.34008,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",1998,10,9.4,0.124,3.672,1.262,87.46484,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",1998,10,11,0.081,1.133,3.68,33.99116,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",1998,10,18.8,0.1995,1.6525,4.1285,19.92152,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",1998,10,17.8,0.753,5.4825,6.108,12.3212,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",1998,10,10.1,0.334,8.091,5.797,2.68508,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",1998,10,10.5,0.203,2.691,6.538,47.47268,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",1998,10,13.55,0.238,5.0815,4.0475,71.54036,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",1999,10,10.85,0.119,2.7175,3.415,7.583575,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",1999,10,9.25,0.0875,1.148,4.2515,29.38945,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",1999,10,8.4,0.087,3.826,3.661,11.2738,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",1999,10,9.4,0.074,1.064,4.091,22.67995,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",1999,10,16,0.11,1.8975,4.018,30.300025,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",1999,10,14.45,2.1045,13.7345,6.245,9.26095,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",1999,10,9.85,0.1145,5.5225,4.499,9.883975,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",1999,10,8.6,0.222,3.626,6.911,23.63845,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",1999,10,11.5,0.1135,2.3205,1.3,90.973075,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2000,10,13.3,0.137,3.259,2.074,2.6507,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2000,10,12.7,0.111,1.142,3.848,12.4736,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Chippewa",2000,10,12.9,0.071,1.241,3.947,23.372,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2000,10,15.2,0.531,2.874,3.831,0.1412,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2000,10,15.6,0.784,3.732,4.567,7.4546,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2000,10,14,0.148333333,5.805666667,3.821666667,5.1841,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2000,10,13.6,0.223,3.429,6.53,17.9945,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2000,10,14.76666667,0.12,2.835666667,1.506333333,91.7499,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2001,10,10.1,0.109,4.655,4.045,3.47849,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2001,10,10.3,0.142,1.433,4.75,10.24168,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2001,10,10,0.097,3.445,4.85,19.48756,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2001,10,11.5,0.062,1.331,5.447,10.15607,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2001,10,10.8,0.399,1.439,5.353,3.13605,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2001,10,12.1,0.599,3.532,5.037,7.75899,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2001,10,12.46666667,0.194333333,7.414333333,5.463333333,6.674596667,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2001,10,10.3,0.229,3.778,7.278,22.3983,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2001,10,12.8,0.176666667,5.445666667,1.884666667,175.89703,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"BlackRiver",2004,10,10.9,0.126,1.424,4.875,12.66176,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2004,10,13.2,0.177,4.597,10.961,8.93504,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2004,10,11.1,0.084,1.36,4.921,13.67108,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2004,10,18.4,0.115,1.583,3.249,26.09348,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2004,10,16.8,1.904,5.539,5.728,7.92572,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2004,10,12.8,0.091,5.172,3.805,4.43192,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2004,10,14.2,0.226,4.413,9.152,35.72084,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2004,10,11.9,0.087,3.234,3.89,50.86064,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2005,10,18.4,0.133,1.287,2.855,34.49284,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2005,10,15.4,0.158,1.269,4.114,9.39641,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2005,10,13.7,0.234,5.959,11.61,9.50412,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2005,10,16,0.144,1.289,3.836,32.23093,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2005,10,23.4,0.149,1.739,3.768,40.09376,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2005,10,22.1,1.03,7.714,5.491,12.52,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Vermillion",2005,10,14.6,0.211,4.751,9.296,21.99848,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2005,10,21.6,0.222,6.158,4.41,75.96119,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2006,10,17,0.093,3.232,2.267,10.02173,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2006,10,19.2,0.119,1.331,4.232,18.43855,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2006,10,15.9,0.111,4.115,6.413,6.69415,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2006,10,17.5,0.063,1.236,4.034,15.69819,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2006,10,22.1,0.105,1.475,3.193,37.91468,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2006,10,20.7,1.188,8.291,10.012,10.31534,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2006,10,17.4,0.161,6.295,4.058,20.49382,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2006,10,18,0.198,3.372,6.57,35.76154,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2006,10,21.5,0.191,3.739,-0.06,186.77495,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2007,10,18,0.179,3.998,3.538,8.84487,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2007,10,16.7,0.214,1.299,3.951,9.28731,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2007,10,15.7,0.39,6.112,8.885,10.83585,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2007,10,16.5,0.116,1.3,4.063,32.62602,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2007,10,16.1,0.132,2.762,4.834,19.90587,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2007,10,14.1,1.204,6.173,6.834,11.27829,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2007,10,18.4,0.208,6.843,3.819,7.18572,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2007,10,16.8,0.252,5.43,9.234,5.8584,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Apple",2008,10,12.6,0.09,3.284,4.123,3.72544,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2008,10,13,0.093,1.515,4.315,13.84568,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2008,10,12.4,0.182,3.152,7.169,4.27248,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Cuivre",2008,10,19.7,0.134,2.058,4.755,64.99392,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2008,10,17.9,0.505,3.51,4.459,18.222,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2008,10,12.7,0.121,5.975,4.449,5.09304,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2008,10,14.2,0.149,3.447,6.567,20.54692,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2008,10,16.2,0.15,2.92,1.376,147.4602,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2009,10,12.4,0.154,3.861,5.042,3.56016,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2009,10,10.9,0.125,1.446,4.017,7.90162,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2009,10,12.2,0.143,2.477,6.927,3.68785,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2009,10,11.4,0.122,1.443,5.2,14.41381,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2009,10,16.9,0.203,1.892,4.795,21.18138,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2009,10,15.8,0.624,3.826,5.793,7.13548,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2009,10,12.7,0.183,5.994,5.94,3.94323,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2009,10,11.2,0.118,2.889,7.045,21.05369,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2009,10,12.9,0.144,5.117,5.441,19.52141,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2010,10,14.5,0.084,2.895,4.075,13.72487,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2010,10,12.2,0.214,1.083,5.035,3.5056,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2010,10,15,0.218,4.08,11.161,8.68523,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2010,10,14.2,0.096,1.442,5.936,4.20555,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2010,10,18.8,0.123,1.373,4.544,11.62502,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2010,10,17.4,0.215,3.227,5.961,10.5051,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2010,10,12.4,0.104,6.95,5.816,2.66566,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2010,10,14.9,0.22,4.042,10.366,8.54524,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2010,10,11.1,0.09,5.954,4.942,31.36361,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2011,10,14.1,0.099,3.234,4.169,4.95602,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2011,10,14.8,0.117,1.4,4.139,10.854,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2011,10,13.6,0.053,3.799,4.161,22.9969,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2011,10,15.7,0.078,1.738,5.34,12.5887,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2011,10,20.7,0.06,2.163,3.847,32.36428,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2011,10,17.9,1.154,8.097,5.872,25.07854,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2011,10,15.8,0.108,6.052,4.483,5.12949,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2011,10,15.2,0.149,3.929,7.15,53.70109,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2011,10,14.8,0.119,2.634,0.966,177.55867,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2012,10,16.6,0.099,1.294,1.761,177.101,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2012,10,14.5,0.073,1.339,3.327,20.37762,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2012,10,15,0.036,3.79,4.924,10.22902,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2012,10,14.3,0.061,1.221,3.884,24.29208,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2012,10,19.6,0.266,3.441,3.472,35.89048,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2012,10,19.6,1.085,8.35,3.282,10.08404,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2012,10,17.3,0.066,4.357,3.258,22.98726,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2012,10,17.3,0.111,3.636,6.165,25.74188,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2012,10,15.4,0.12,1.518,0.396,137.08652,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2013,10,15.7,0.142,2.074,3.755,6.67728,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2013,10,14.8,0.31,1.609,3.27,11.81664,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2013,10,15.5,0.112,3.588,5.769,10.98,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2013,10,15.7,0.085,1.14,5.026,13.48992,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Maquotketa",2013,10,15,0.144,5.108,4.098,13.60944,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2013,10,16.1,0.138,3.835,7.723,11.69712,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2013,10,19.2,0.136,2.384,2.705,75.40128,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2014,10,12.7,0.101,2.029,3.132,9.15646,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2014,10,10.2,0.178,1.515,3.943,4.62457,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2014,10,10.4,0.071,4.036,5.249,4.62457,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2014,10,12.6,0.076,1.423,5.277,10.17979,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2014,10,15.4,0.292,1.403,4.323,1.55458,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2014,10,16.6,0.503,1.995,3.046,6.96361,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2014,10,12.6,0.105,5.235,3.518,5.50171,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2014,10,11.2,0.116,3.204,7.821,21.14404,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2014,10,11.6,0.11,2.458,2.702,75.67291,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2015,10,14.9,0.102,2.181,3.147,15.51104,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2015,10,15.3,0.115,1.614,5.022,19.89507,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2015,10,13.9,0.146,4.114,5.846,31.33167,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2015,10,15.4,0.086,1.517,5.519,18.75141,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2015,10,19.8,0.2,3.048,3.84,169.1427,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2015,10,19.9,0.983,8.828,5.708,6.36176,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2015,10,13.9,0.187,5.859,4.63,18.75141,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2015,10,15.2,0.128,3.634,7.232,64.49781,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2015,10,14.9,0.13,2.721,1.872,196.78115,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2016,10,17.1,0.121,4.109,4.444,2.13146,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2016,10,17.9,0.151,1.349,4.843,0.6725,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2016,10,16.7,0.272,3.793,9.18,13.62077,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2016,10,16.8,0.097,1.389,5.998,3.95516,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2016,10,22,0.098,1.337,4.856,34.22858,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2016,10,20.6,0.219,3.541,5.927,6.50834,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2016,10,16.3,0.213,8.274,6.464,NA,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2016,10,17.1,0.166,4.826,9.364,11.79707,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2016,10,16.8,0.18,4.128,6.749,NA,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2017,10,18.2,0.137,2.653,4.255,14.83621,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2017,10,17.8,0.103,1.682,4.741,17.07142,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2017,10,16.4,0.172,3.173,6.311,5.70913,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2017,10,17.5,0.068,1.241,5.153,10.3658,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2017,10,23.1,0.18,1.935,3.701,50.04068,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2017,10,24.1,1.342,8.11,5.605,3.10139,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2017,10,17.8,0.169,5.675,3.969,52.83468,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2017,10,16.6,0.115,2.061,7.626,28.4337,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2017,10,17.7,0.189,1.712,0.031,305.41273,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
